n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
146,1.10507e+08,4.68521e+06,1.04743e+08,1.07272e+08,1.08656e+08,1.14223e+08,1.21977e+08
148,1.39554e+08,5.03021e+07,1.06153e+08,1.12538e+08,1.20218e+08,1.4385e+08,3.53133e+08
150,1.1478e+08,1.22868e+07,1.06353e+08,1.08196e+08,1.10747e+08,1.16248e+08,1.7409e+08
152,1.08865e+08,3.67552e+06,1.04063e+08,1.07054e+08,1.08462e+08,1.09352e+08,1.26877e+08
154,1.10914e+08,4.91848e+06,1.07769e+08,1.0876e+08,1.10037e+08,1.1097e+08,1.35924e+08
156,1.16532e+08,1.18267e+07,1.07604e+08,1.09068e+08,1.10904e+08,1.1828e+08,1.44535e+08
158,1.14699e+08,8.75338e+06,1.06572e+08,1.08334e+08,1.1135e+08,1.15349e+08,1.36221e+08
160,1.10046e+08,2.89066e+06,1.04692e+08,1.0815e+08,1.10089e+08,1.1142e+08,1.20008e+08
162,1.0969e+08,2.45785e+06,1.06559e+08,1.08126e+08,1.08856e+08,1.10856e+08,1.17064e+08
164,1.12037e+08,5.66887e+06,1.07093e+08,1.0862e+08,1.09948e+08,1.12758e+08,1.2803e+08
166,1.11602e+08,4.83808e+06,1.06915e+08,1.08573e+08,1.10604e+08,1.12771e+08,1.33744e+08
168,1.09162e+08,3.75445e+06,1.03378e+08,1.06826e+08,1.08549e+08,1.10816e+08,1.24651e+08
170,1.11872e+08,5.66606e+06,1.04641e+08,1.06993e+08,1.10414e+08,1.1602e+08,1.24336e+08
172,1.10109e+08,5.18569e+06,1.04848e+08,1.05974e+08,1.08848e+08,1.11268e+08,1.24998e+08
174,1.09616e+08,3.7054e+06,1.06471e+08,1.08337e+08,1.0873e+08,1.09582e+08,1.29009e+08
176,1.11334e+08,5.36703e+06,1.06037e+08,1.08284e+08,1.10129e+08,1.12283e+08,1.35812e+08
178,1.11481e+08,4.54568e+06,1.06711e+08,1.08467e+08,1.10478e+08,1.12072e+08,1.26313e+08
180,1.12128e+08,4.9758e+06,1.07054e+08,1.09611e+08,1.11206e+08,1.12341e+08,1.28804e+08
182,1.11246e+08,4.90392e+06,1.0594e+08,1.08452e+08,1.10669e+08,1.11961e+08,1.35166e+08
184,1.1181e+08,4.12586e+06,1.07535e+08,1.0893e+08,1.11546e+08,1.13284e+08,1.29779e+08
186,1.12448e+08,5.82775e+06,1.0588e+08,1.0987e+08,1.11108e+08,1.12965e+08,1.36629e+08
188,1.09664e+08,4.59159e+06,1.04441e+08,1.0719e+08,1.08376e+08,1.10893e+08,1.29989e+08
190,1.10387e+08,3.56977e+06,1.05786e+08,1.07192e+08,1.10876e+08,1.12267e+08,1.23178e+08
192,1.10391e+08,2.83989e+06,1.05686e+08,1.07982e+08,1.09766e+08,1.12773e+08,1.15661e+08
194,1.12455e+08,4.93476e+06,1.06247e+08,1.09188e+08,1.1209e+08,1.14183e+08,1.29113e+08
196,1.13022e+08,6.13491e+06,1.07205e+08,1.09097e+08,1.114e+08,1.14192e+08,1.33276e+08
198,1.14205e+08,7.1825e+06,1.06348e+08,1.10723e+08,1.12894e+08,1.14306e+08,1.39901e+08
200,1.15389e+08,6.72385e+06,1.08192e+08,1.11948e+08,1.13911e+08,1.15697e+08,1.41565e+08
202,1.12179e+08,2.69126e+06,1.07316e+08,1.10095e+08,1.12656e+08,1.14258e+08,1.15784e+08
204,1.13943e+08,4.93022e+06,1.067e+08,1.11313e+08,1.13976e+08,1.15014e+08,1.32068e+08
206,1.12825e+08,4.39572e+06,1.0747e+08,1.09457e+08,1.12544e+08,1.14478e+08,1.31007e+08
208,1.12173e+08,4.56116e+06,1.06098e+08,1.08374e+08,1.12366e+08,1.13488e+08,1.27855e+08
210,1.12507e+08,3.87371e+06,1.06532e+08,1.0931e+08,1.13036e+08,1.14602e+08,1.26456e+08
212,1.1438e+08,6.61773e+06,1.06885e+08,1.10073e+08,1.14213e+08,1.15404e+08,1.39696e+08
214,1.11204e+08,2.91868e+06,1.06824e+08,1.08714e+08,1.11368e+08,1.1392e+08,1.16184e+08
216,1.12478e+08,5.44575e+06,1.06384e+08,1.08719e+08,1.12557e+08,1.14044e+08,1.35303e+08
218,1.1238e+08,3.02436e+06,1.06781e+08,1.10596e+08,1.1291e+08,1.14327e+08,1.20791e+08
220,1.12646e+08,4.52424e+06,1.07163e+08,1.08474e+08,1.12727e+08,1.15167e+08,1.30562e+08
222,1.1332e+08,4.54825e+06,1.069e+08,1.10812e+08,1.12842e+08,1.15421e+08,1.29339e+08
224,1.12863e+08,3.19132e+06,1.0651e+08,1.10027e+08,1.13961e+08,1.15512e+08,1.17961e+08
226,1.15797e+08,6.63993e+06,1.09003e+08,1.10605e+08,1.15882e+08,1.1753e+08,1.41903e+08
228,1.16322e+08,6.02177e+06,1.07723e+08,1.12682e+08,1.16352e+08,1.17594e+08,1.35223e+08
230,1.13646e+08,5.16586e+06,1.08419e+08,1.09574e+08,1.13152e+08,1.15677e+08,1.32918e+08
232,1.14697e+08,5.14325e+06,1.07626e+08,1.11531e+08,1.14732e+08,1.16934e+08,1.36717e+08
234,1.13799e+08,3.11238e+06,1.08069e+08,1.11136e+08,1.14657e+08,1.16352e+08,1.18558e+08
236,1.17623e+08,7.03362e+06,1.07936e+08,1.14279e+08,1.16123e+08,1.18472e+08,1.37233e+08
238,1.15596e+08,3.81913e+06,1.08838e+08,1.13482e+08,1.16074e+08,1.17829e+08,1.26895e+08
240,1.14059e+08,7.23131e+06,1.07494e+08,1.10449e+08,1.126e+08,1.15573e+08,1.49875e+08
242,1.13909e+08,5.23516e+06,1.07731e+08,1.10576e+08,1.13335e+08,1.15531e+08,1.36992e+08
244,1.17061e+08,6.58706e+06,1.09306e+08,1.12368e+08,1.15622e+08,1.18543e+08,1.34483e+08
246,1.1467e+08,3.86441e+06,1.08518e+08,1.10868e+08,1.15271e+08,1.17814e+08,1.21575e+08
248,1.14116e+08,3.62242e+06,1.08711e+08,1.10545e+08,1.15024e+08,1.16395e+08,1.21112e+08
250,1.16086e+08,5.63566e+06,1.07787e+08,1.11382e+08,1.16195e+08,1.18613e+08,1.32217e+08
252,1.14723e+08,3.57819e+06,1.08726e+08,1.11662e+08,1.15482e+08,1.17311e+08,1.2335e+08
